Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
01;Østfold;;;;;A;Arbeiderpartiet;30,47944;223945;24817;24528;49345;-1,59066;3,00272;3;0;
01;Østfold;;;;;SV;SV - Sosialistisk Venstreparti;6,07798;223945;5525;4315;9840;1,71448;1,87632;1;1;
01;Østfold;;;;;RØDT;Rødt;4,58195;223945;4258;3160;7418;2,44022;0,40159;0;0;
01;Østfold;;;;;SP;Senterpartiet;14,11338;223945;10082;12767;22849;5,4521;-3,17734;2;0;
01;Østfold;;;;;KRF;Kristelig Folkeparti;3,34412;223945;2576;2838;5414;-0,86063;-0,23466;0;0;
01;Østfold;;;;;MDG;Miljøpartiet De Grønne;2,95375;223945;2974;1808;4782;0,37221;-3,04005;0;0;
01;Østfold;;;;;V;Venstre;2,94695;223945;2408;2363;4771;0,53913;1,06177;0;0;
01;Østfold;;;;;H;Høyre;18,66075;223945;15598;14613;30211;-5,17031;0,8591;2;0;
01;Østfold;;;;;FRP;Fremskrittspartiet;12,67913;223945;9329;11198;20527;-4,85944;3,77279;1;0;
01;Østfold;;;;;AAN;Alliansen - Alternativ for Norge;0,10624;223945;78;94;172;0,10624;0,10624;0;0;
01;Østfold;;;;;DEMN;Demokratene;1,45031;223945;1252;1096;2348;1,328;1,22403;0;0;
01;Østfold;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,17604;223945;144;141;285;0,17604;-3,90025;0;0;
01;Østfold;;;;;HELSE;Helsepartiet;0,24275;223945;208;185;393;-0,26211;-0,22007;0;0;
01;Østfold;;;;;INP;Industri- og Næringspartiet;0,14207;223945;115;115;230;0,14207;0,14207;0;0;
01;Østfold;;;;;KRISTNE;Partiet De Kristne;0,42496;223945;364;324;688;0,10357;-0,21762;0;0;
01;Østfold;;;;;LIBS;Liberalistene;0,16245;223945;119;144;263;-0,05875;-0,10799;0;0;
01;Østfold;;;;;PIR;Piratpartiet;0,09574;223945;73;82;155;0,09574;-0,14947;0;0;
01;Østfold;;;;;PP;Pensjonistpartiet;1,15444;223945;1147;722;1869;0,31388;-0,89947;0;0;
01;Østfold;;;;;PS;Partiet Sentrum;0,20754;223945;175;161;336;0,20754;0,20754;0;0;
01;Østfold;;;;;BLANKE;Blanke;0,89625;223945;605;846;1451;-0,04124;-1,46752;0;0;
02;Akershus;;;;;A;Arbeiderpartiet;25,81927;471106;55346;40263;95609;-0,5133;3,22524;5;0;
02;Akershus;;;;;SV;SV - Sosialistisk Venstreparti;6,81608;471106;15889;9351;25240;1,58235;2,00541;1;0;
02;Akershus;;;;;RØDT;Rødt;3,93518;471106;9124;5448;14572;2,00572;0,86185;1;0;
02;Akershus;;;;;SP;Senterpartiet;8,79933;471106;17296;15288;32584;2,89829;-0,72944;2;0;
02;Akershus;;;;;KRF;Kristelig Folkeparti;2,04698;471106;4388;3192;7580;-0,32187;-0,22686;0;0;
02;Akershus;;;;;MDG;Miljøpartiet De Grønne;4,71535;471106;12362;5099;17461;1,07586;-4,09945;1;0;
02;Akershus;;;;;V;Venstre;6,85739;471106;15224;10169;25393;0,46599;1,93846;1;0;
02;Akershus;;;;;H;Høyre;27,39366;471106;64224;37215;101439;-3,66104;-1,16477;6;1;
02;Akershus;;;;;FRP;Fremskrittspartiet;10,47229;471106;21035;17744;38779;-4,81582;1,83429;2;0;
02;Akershus;;;;;AAN;Alliansen - Alternativ for Norge;0,08345;471106;146;163;309;0,08345;0,08345;0;0;
02;Akershus;;;;;DEMN;Demokratene;1,08209;471106;2407;1600;4007;1,00055;0,83738;0;0;
